meal_id,food_name,grams,ingredient_role,is_primary
MEAL-0076,"Quinoa, cooked",120.0,grain,false
MEAL-0077,"Chickpeas (garbanzo beans, bengal gram), raw, mature seeds",150.0,protein_veg,true
MEAL-0077,"Seeds, without salt, roasted, pumpkin and squash seed kernels",20.0,nut,false
MEAL-0077,"Quinoa, cooked",120.0,grain,false
MEAL-0077,"Spinach, raw",80.0,veg,false
MEAL-0078,"Mollusks, raw, Pacific, oyster",90.0,protein,true
MEAL-0078,"Quinoa, cooked",120.0,grain,false
MEAL-0078,"Spinach, raw",80.0,veg,false
MEAL-0079,"Chicken, raw, ground",120.0,protein,true
MEAL-0079,"Carrots, raw",80.0,veg,false
MEAL-0079,"Quinoa, cooked",120.0,grain,false
MEAL-0080,"Fish, raw, bluefin, fresh, tuna",90.0,protein,true
MEAL-0080,"Seeds, roasted and toasted, whole, sesame seeds",20.0,nut,false
MEAL-0080,"Quinoa, cooked",120.0,grain,false
MEAL-0080,"Spinach, raw",80.0,veg,false
MEAL-0081,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0081,"Quinoa, cooked",120.0,grain,false
MEAL-0082,"Lamb, raw, ground",120.0,protein,true
MEAL-0082,"Couscous, dry",120.0,grain,false
MEAL-0082,"Spinach, raw",80.0,veg,false
MEAL-0083,"Crustaceans, raw, blue, crab",90.0,protein,true
MEAL-0083,"Pasta, cooked, whole-wheat",120.0,grain,false
MEAL-0083,"Spinach, raw",80.0,veg,false
MEAL-0084,"Beef, raw, ground, grass-fed",120.0,protein,true
MEAL-0084,"Nuts, raw, cashew nuts",20.0,nut,false
MEAL-0084,"Quinoa, cooked",120.0,grain,false
MEAL-0084,"Spinach, raw",80.0,veg,false
MEAL-0085,"Sweet potato, unprepared, raw",80.0,veg,true
MEAL-0085,"Potatoes, skin, raw",80.0,veg,false
MEAL-0085,"Bananas, raw",90.0,fruit,false
MEAL-0085,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0085,Oats,120.0,grain,false
MEAL-0086,Oats,120.0,grain,true
MEAL-0086,"Bananas, raw",90.0,fruit,false
MEAL-0086,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0087,"Rice, raw, long-grain, brown",120.0,grain,true
MEAL-0087,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0087,"Bananas, raw",90.0,fruit,false
MEAL-0088,"Chickpeas (garbanzo beans, bengal gram), raw, mature seeds",150.0,protein_veg,true
MEAL-0088,Oats,120.0,grain,false
MEAL-0088,"Bananas, raw",90.0,fruit,false
MEAL-0089,Oats,120.0,grain,true
MEAL-0437,"Sweet potato, unprepared, raw",80.0,veg,false
MEAL-0437,"Potatoes, skin, raw",80.0,veg,false
MEAL-0438,"Barley, hulled",120.0,grain,true
MEAL-0438,"Mushrooms, raw, white",80.0,veg,false
MEAL-0438,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0439,"Chickpeas (garbanzo beans, bengal gram), raw, mature seeds",150.0,protein_veg,true
MEAL-0439,"Quinoa, cooked",120.0,grain,false
MEAL-0439,"Spinach, raw",80.0,veg,false
MEAL-0440,"Lentils, raw",150.0,protein_veg,true
MEAL-0440,"Bread, rye",120.0,grain,false
MEAL-0440,"Spinach, raw",80.0,veg,false
MEAL-0441,"Rice, raw, long-grain, brown",120.0,grain,true
MEAL-0441,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0441,"Spinach, raw",80.0,veg,false
MEAL-0442,"Rice, raw, long-grain, brown",120.0,grain,true
MEAL-0442,"Bananas, raw",90.0,fruit,false
MEAL-0442,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0443,"Sweet potato, unprepared, raw",80.0,veg,true
MEAL-0443,"Potatoes, skin, raw",80.0,veg,false
MEAL-0443,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0443,"Quinoa, cooked",120.0,grain,false
MEAL-0444,"Rice, raw, long-grain, brown",120.0,grain,true
MEAL-0444,"Fish, raw, pink, salmon",90.0,protein,false
MEAL-0444,"Broccoli, raw",80.0,veg,false
MEAL-0445,"Chicken, raw, ground",120.0,protein,true
MEAL-0445,"Chickpeas (garbanzo beans, bengal gram), raw, mature seeds",150.0,protein_veg,false
MEAL-0445,"Quinoa, cooked",120.0,grain,false
MEAL-0445,"Spinach, raw",80.0,veg,false
MEAL-0446,"Rice, enriched, raw, medium-grain, white",120.0,grain,true
MEAL-0446,"Egg, fresh, raw, yolk",100.0,protein,false
MEAL-0446,"Spinach, raw",80.0,veg,false
MEAL-0447,"Beans, raw, mature seeds, black",150.0,protein_veg,true
MEAL-0447,"Quinoa, cooked",120.0,grain,false
MEAL-0447,"Spinach, raw",80.0,veg,false
MEAL-0448,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,true
MEAL-0448,"Rice noodles, cooked",120.0,grain,false
MEAL-0448,"Spinach, raw",80.0,veg,false
MEAL-0449,"Egg, fresh, raw, yolk",100.0,protein,true
MEAL-0449,"Spinach, raw",80.0,veg,false
MEAL-0449,Oats,120.0,grain,false
MEAL-0450,Oats,120.0,grain,true
MEAL-0450,"Cocoa, unsweetened, dry powder",8.0,extra,false
MEAL-0450,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0450,"Bananas, raw",90.0,fruit,false
MEAL-0451,"Ginger root, raw",8.0,extra,true
MEAL-0451,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0451,Oats,120.0,grain,false
MEAL-0451,"Bananas, raw",90.0,fruit,false
MEAL-0452,"Lentils, raw",150.0,protein_veg,true
MEAL-0452,"Spinach, raw",80.0,veg,false
MEAL-0452,Oats,120.0,grain,false
MEAL-0453,"Fish, raw, pink, salmon",90.0,protein,true
MEAL-0453,"Bread, rye",120.0,grain,false
MEAL-0453,"Avocados, Florida, raw",90.0,fruit,false
MEAL-0454,"Beets, raw",80.0,veg,true
MEAL-0454,"Blueberries, raw",90.0,fruit,false
MEAL-0454,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0454,Oats,120.0,grain,false
MEAL-0455,"Apricots, raw",90.0,fruit,true
MEAL-0455,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0455,Oats,120.0,grain,false
MEAL-0456,"Cocoa, unsweetened, dry powder",8.0,extra,true
MEAL-0456,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0456,"Quinoa, cooked",120.0,grain,false
MEAL-0456,"Spinach, raw",80.0,veg,false
MEAL-0457,"Ginger root, raw",8.0,extra,true
MEAL-0457,"Egg, fresh, raw, yolk",100.0,protein,false
MEAL-0457,"Quinoa, cooked",120.0,grain,false
MEAL-0457,"Spinach, raw",80.0,veg,false
MEAL-0458,"Chickpeas (garbanzo beans, bengal gram), raw, mature seeds",150.0,protein_veg,true
MEAL-0458,"Beets, raw",80.0,veg,false
MEAL-0458,"Quinoa, cooked",120.0,grain,false
MEAL-0459,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,true
MEAL-0459,"Quinoa, cooked",120.0,grain,false
MEAL-0459,"Spinach, raw",80.0,veg,false
MEAL-0460,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,true
MEAL-0460,"Quinoa, cooked",120.0,grain,false
MEAL-0460,"Spinach, raw",80.0,veg,false
MEAL-0461,"Seeds, roasted and toasted, whole, sesame seeds",20.0,nut,true
MEAL-0461,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0461,"Quinoa, cooked",120.0,grain,false
MEAL-0461,"Spinach, raw",80.0,veg,false
MEAL-0462,"Spinach, raw",80.0,veg,true
MEAL-0462,"Egg, fresh, raw, yolk",100.0,protein,false
MEAL-0462,"Quinoa, cooked",120.0,grain,false
MEAL-0463,"Lentils, raw",150.0,protein_veg,true
MEAL-0463,"Kale, raw",80.0,veg,false
MEAL-0463,"Quinoa, cooked",120.0,grain,false
MEAL-0464,"Fish, raw, pink, salmon",90.0,protein,true
MEAL-0464,"Rice, enriched, raw, medium-grain, white",120.0,grain,false
MEAL-0464,"Spinach, raw",80.0,veg,false
MEAL-0465,"Chickpeas (garbanzo beans, bengal gram), raw, mature seeds",150.0,protein_veg,true
MEAL-0465,"Spinach, raw",80.0,veg,false
MEAL-0465,"Quinoa, cooked",120.0,grain,false
MEAL-0466,"Beef, raw, ground, grass-fed",120.0,protein,true
MEAL-0466,"Broccoli, raw",80.0,veg,false
MEAL-0466,"Quinoa, cooked",120.0,grain,false
MEAL-0467,"Fish, drained solids with bone, canned in oil, Atlantic, sardine",90.0,protein,true
MEAL-0467,"Quinoa, cooked",120.0,grain,false
MEAL-0467,"Spinach, raw",80.0,veg,false
MEAL-0468,"Beans, raw, mature seeds, black",150.0,protein_veg,true
MEAL-0468,"Quinoa, cooked",120.0,grain,false
MEAL-0468,"Spinach, raw",80.0,veg,false
MEAL-0469,"Chicken, raw, all classes, liver",120.0,protein,true
MEAL-0469,"Bread, rye",120.0,grain,false
MEAL-0469,"Spinach, raw",80.0,veg,false
MEAL-0470,"Lamb, raw, ground",120.0,protein,true
MEAL-0470,"Lentils, raw",150.0,protein_veg,false
MEAL-0470,"Quinoa, cooked",120.0,grain,false
MEAL-0470,"Spinach, raw",80.0,veg,false
MEAL-0471,"Fish, raw, pink, salmon",90.0,protein,true
MEAL-0471,"Sweet potato, unprepared, raw",80.0,veg,false
MEAL-0471,"Potatoes, skin, raw",80.0,veg,false
MEAL-0471,"Quinoa, cooked",120.0,grain,false
MEAL-0472,"Beef, raw, ground, grass-fed",120.0,protein,true
MEAL-0472,"Cocoa, unsweetened, dry powder",8.0,extra,false
MEAL-0472,"Quinoa, cooked",120.0,grain,false
MEAL-0472,"Spinach, raw",80.0,veg,false
MEAL-0473,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,true
MEAL-0473,"Rice noodles, cooked",120.0,grain,false
MEAL-0473,"Mushrooms, raw, white",80.0,veg,false
MEAL-0474,"Chicken, raw, ground",120.0,protein,true
MEAL-0474,"Chicken, raw, all classes, liver",120.0,protein,false
MEAL-0474,"Bread, rye",120.0,grain,false
MEAL-0474,"Spinach, raw",80.0,veg,false
MEAL-0475,"Game meat, raw, deer",120.0,protein,true
MEAL-0475,"Beef, raw, ground, grass-fed",120.0,protein,false
MEAL-0475,"Cabbage, raw",80.0,veg,false
MEAL-0475,"Quinoa, cooked",120.0,grain,false
MEAL-0476,"Mollusks, raw, blue, mussel",90.0,protein,true
MEAL-0476,"Quinoa, cooked",120.0,grain,false
MEAL-0476,"Spinach, raw",80.0,veg,false
MEAL-0477,Oats,120.0,grain,true
MEAL-0477,"Blueberries, raw",90.0,fruit,false
MEAL-0477,"Egg, fresh, raw, yolk",100.0,protein,false
MEAL-0478,"Ground turkey, raw",120.0,protein,true
MEAL-0478,"Egg, fresh, raw, yolk",100.0,protein,false
MEAL-0478,Oats,120.0,grain,false
MEAL-0478,"Bananas, raw",90.0,fruit,false
MEAL-0479,"Blueberries, raw",90.0,fruit,true
MEAL-0479,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0479,Oats,120.0,grain,false
MEAL-0480,Oats,120.0,grain,true
MEAL-0480,"Quinoa, cooked",120.0,grain,false
MEAL-0480,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0480,"Bananas, raw",90.0,fruit,false
MEAL-0481,"Yogurt, nonfat, plain, Greek",150.0,dairy,true
MEAL-0481,"Egg, fresh, raw, yolk",100.0,protein,false
MEAL-0481,Oats,120.0,grain,false
MEAL-0481,"Bananas, raw",90.0,fruit,false
MEAL-0482,"Egg, fresh, raw, yolk",100.0,protein,true
MEAL-0482,Oats,120.0,grain,false
MEAL-0482,"Bananas, raw",90.0,fruit,false
MEAL-0483,"Cheese, with vegetables, cottage",150.0,dairy,true
MEAL-0483,"Egg, fresh, raw, yolk",100.0,protein,false
MEAL-0483,Oats,120.0,grain,false
MEAL-0483,"Bananas, raw",90.0,fruit,false
MEAL-0484,"Egg, fresh, raw, yolk",100.0,protein,true
MEAL-0484,"Tomatoes, raw, green",80.0,veg,false
MEAL-0484,"Quinoa, cooked",120.0,grain,false
MEAL-0485,"Blueberries, raw",90.0,fruit,true
MEAL-0485,"Nuts, almonds",20.0,nut,false
MEAL-0485,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0485,"Quinoa, cooked",120.0,grain,false
MEAL-0486,"Chicken, raw, ground",120.0,protein,true
MEAL-0486,"Quinoa, cooked",120.0,grain,false
MEAL-0486,"Spinach, raw",80.0,veg,false
MEAL-0487,"Edamame, prepared, frozen",150.0,protein_veg,true
MEAL-0487,"Quinoa, cooked",120.0,grain,false
MEAL-0487,"Spinach, raw",80.0,veg,false
MEAL-0488,"Egg, fresh, raw, yolk",100.0,protein,true
MEAL-0488,"Quinoa, cooked",120.0,grain,false
MEAL-0488,"Spinach, raw",80.0,veg,false
MEAL-0489,"Ground turkey, raw",120.0,protein,true
MEAL-0489,"Quinoa, cooked",120.0,grain,false
MEAL-0489,"Spinach, raw",80.0,veg,false
MEAL-0490,"Fish, raw, bluefin, fresh, tuna",90.0,protein,true
MEAL-0490,"Rice, enriched, raw, medium-grain, white",120.0,grain,false
MEAL-0490,"Spinach, raw",80.0,veg,false
MEAL-0491,"Chicken, raw, ground",120.0,protein,true
MEAL-0491,"Quinoa, cooked",120.0,grain,false
MEAL-0491,"Spinach, raw",80.0,veg,false
MEAL-0492,"Fish, raw, bluefin, fresh, tuna",90.0,protein,true
MEAL-0492,"Quinoa, cooked",120.0,grain,false
MEAL-0492,"Spinach, raw",80.0,veg,false
MEAL-0493,"Ground turkey, raw",120.0,protein,true
MEAL-0493,"Tortillas, corn, ready-to-bake or -fry",120.0,grain,false
MEAL-0493,"Avocados, Florida, raw",90.0,fruit,false
MEAL-0494,"Egg, fresh, raw, yolk",100.0,protein,true
MEAL-0494,"Rice, enriched, raw, medium-grain, white",120.0,grain,false
MEAL-0494,"Spinach, raw",80.0,veg,false
MEAL-0495,"Chicken, raw, ground",120.0,protein,true
MEAL-0495,"Cheese, hard, parmesan",30.0,dairy,false
MEAL-0495,"Quinoa, cooked",120.0,grain,false
MEAL-0495,"Spinach, raw",80.0,veg,false
MEAL-0496,"Crustaceans, raw (not previously frozen), shrimp",90.0,protein,true
MEAL-0496,"Rice noodles, cooked",120.0,grain,false
MEAL-0496,"Spinach, raw",80.0,veg,false
MEAL-0497,"Chicken, raw, ground",120.0,protein,true
MEAL-0497,"Quinoa, cooked",120.0,grain,false
MEAL-0497,"Spinach, raw",80.0,veg,false
MEAL-0498,"Beef, raw, ground, grass-fed",120.0,protein,true
MEAL-0498,"Asparagus, raw",80.0,veg,false
MEAL-0498,"Quinoa, cooked",120.0,grain,false
MEAL-0499,"Chicken, raw, ground",120.0,protein,true
MEAL-0499,"Nuts, raw, cashew nuts",20.0,nut,false
MEAL-0499,"Quinoa, cooked",120.0,grain,false
MEAL-0499,"Spinach, raw",80.0,veg,false
MEAL-0500,"Fish, raw, Atlantic, cod",90.0,protein,true
MEAL-0500,"Couscous, dry",120.0,grain,false
MEAL-0500,"Spinach, raw",80.0,veg,false
MEAL-0263,"Edamame, prepared, frozen",150.0,protein_veg,true
MEAL-0263,"Quinoa, cooked",120.0,grain,false
MEAL-0263,"Spinach, raw",80.0,veg,false
MEAL-0264,"Egg, fresh, raw, yolk",100.0,protein,true
MEAL-0264,"Quinoa, cooked",120.0,grain,false
MEAL-0264,"Spinach, raw",80.0,veg,false
MEAL-0265,"Ground turkey, raw",120.0,protein,true
MEAL-0265,"Quinoa, cooked",120.0,grain,false
MEAL-0265,"Spinach, raw",80.0,veg,false
MEAL-0266,"Fish, raw, bluefin, fresh, tuna",90.0,protein,true
MEAL-0266,"Rice, enriched, raw, medium-grain, white",120.0,grain,false
MEAL-0266,"Spinach, raw",80.0,veg,false
MEAL-0267,"Chicken, raw, ground",120.0,protein,true
MEAL-0267,"Quinoa, cooked",120.0,grain,false
MEAL-0267,"Spinach, raw",80.0,veg,false
MEAL-0268,"Fish, raw, bluefin, fresh, tuna",90.0,protein,true
MEAL-0268,"Quinoa, cooked",120.0,grain,false
MEAL-0268,"Spinach, raw",80.0,veg,false
MEAL-0269,"Ground turkey, raw",120.0,protein,true
MEAL-0269,"Tortillas, corn, ready-to-bake or -fry",120.0,grain,false
MEAL-0269,"Avocados, Florida, raw",90.0,fruit,false
MEAL-0270,"Egg, fresh, raw, yolk",100.0,protein,true
MEAL-0270,"Rice, enriched, raw, medium-grain, white",120.0,grain,false
MEAL-0270,"Spinach, raw",80.0,veg,false
MEAL-0271,"Chicken, raw, ground",120.0,protein,true
MEAL-0271,"Cheese, hard, parmesan",30.0,dairy,false
MEAL-0271,"Quinoa, cooked",120.0,grain,false
MEAL-0271,"Spinach, raw",80.0,veg,false
MEAL-0272,"Crustaceans, raw (not previously frozen), shrimp",90.0,protein,true
MEAL-0272,"Rice noodles, cooked",120.0,grain,false
MEAL-0272,"Spinach, raw",80.0,veg,false
MEAL-0273,"Chicken, raw, ground",120.0,protein,true
MEAL-0273,"Quinoa, cooked",120.0,grain,false
MEAL-0273,"Spinach, raw",80.0,veg,false
MEAL-0274,"Beef, raw, ground, grass-fed",120.0,protein,true
MEAL-0274,"Asparagus, raw",80.0,veg,false
MEAL-0274,"Quinoa, cooked",120.0,grain,false
MEAL-0275,"Chicken, raw, ground",120.0,protein,true
MEAL-0275,"Nuts, raw, cashew nuts",20.0,nut,false
MEAL-0275,"Quinoa, cooked",120.0,grain,false
MEAL-0275,"Spinach, raw",80.0,veg,false
MEAL-0276,"Fish, raw, Atlantic, cod",90.0,protein,true
MEAL-0276,"Couscous, dry",120.0,grain,false
MEAL-0276,"Spinach, raw",80.0,veg,false
MEAL-0277,"Ground turkey, raw",120.0,protein,true
MEAL-0277,"Pasta, cooked, whole-wheat",120.0,grain,false
MEAL-0277,"Spinach, raw",80.0,veg,false
MEAL-0278,"Crustaceans, raw (not previously frozen), shrimp",90.0,protein,true
MEAL-0278,"Quinoa, cooked",120.0,grain,false
MEAL-0278,"Spinach, raw",80.0,veg,false
MEAL-0279,"Chicken, raw, ground",120.0,protein,true
MEAL-0279,"Sweet potato, unprepared, raw",80.0,veg,false
MEAL-0279,"Potatoes, skin, raw",80.0,veg,false
MEAL-0279,"Quinoa, cooked",120.0,grain,false
MEAL-0280,"Fish, raw, pink, salmon",90.0,protein,true
MEAL-0280,"Pasta, cooked, whole-wheat",120.0,grain,false
MEAL-0280,"Spinach, raw",80.0,veg,false
MEAL-0281,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,true
MEAL-0281,Oats,120.0,grain,false
MEAL-0281,"Bananas, raw",90.0,fruit,false
MEAL-0282,"Bread, rye",120.0,grain,true
MEAL-0282,"Seeds, without salt, roasted, pumpkin and squash seed kernels",20.0,nut,false
MEAL-0282,"Avocados, Florida, raw",90.0,fruit,false
MEAL-0282,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0283,Oats,120.0,grain,true
MEAL-0283,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0283,"Bananas, raw",90.0,fruit,false
MEAL-0284,"Fish, raw, pink, salmon",90.0,protein,true
MEAL-0284,"Bagels, wheat",120.0,grain,false
MEAL-0284,"Bananas, raw",90.0,fruit,false
MEAL-0285,"Egg, fresh, raw, yolk",100.0,protein,true
MEAL-0285,"Spinach, raw",80.0,veg,false
MEAL-0285,"Mushrooms, raw, white",80.0,veg,false
MEAL-0285,Oats,120.0,grain,false
MEAL-0286,"Bread, rye",120.0,grain,true
MEAL-0286,"Seeds, without salt, roasted, pumpkin and squash seed kernels",20.0,nut,false
MEAL-0286,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0286,"Bananas, raw",90.0,fruit,false
MEAL-0287,"Crustaceans, raw (not previously frozen), shrimp",90.0,protein,true
MEAL-0287,"Egg, fresh, raw, yolk",100.0,protein,false
MEAL-0287,Oats,120.0,grain,false
MEAL-0287,"Bananas, raw",90.0,fruit,false
MEAL-0288,"Mushrooms, raw, white",80.0,veg,true
MEAL-0288,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0288,"Quinoa, cooked",120.0,grain,false
MEAL-0289,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,true
MEAL-0289,"Quinoa, cooked",120.0,grain,false
MEAL-0289,"Spinach, raw",80.0,veg,false
MEAL-0290,"Kale, raw",80.0,veg,true
MEAL-0290,"Seeds, roasted and toasted, whole, sesame seeds",20.0,nut,false
MEAL-0290,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0290,"Quinoa, cooked",120.0,grain,false
MEAL-0291,"Seeds, roasted and toasted, whole, sesame seeds",20.0,nut,true
MEAL-0291,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0291,"Quinoa, cooked",120.0,grain,false
MEAL-0291,"Spinach, raw",80.0,veg,false
MEAL-0292,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,true
MEAL-0292,"Quinoa, cooked",120.0,grain,false
MEAL-0292,"Spinach, raw",80.0,veg,false
MEAL-0293,"Nuts, raw, cashew nuts",20.0,nut,true
MEAL-0293,"Cocoa, unsweetened, dry powder",8.0,extra,false
MEAL-0293,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0293,"Quinoa, cooked",120.0,grain,false
MEAL-0293,"Spinach, raw",80.0,veg,false
MEAL-0294,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,true
MEAL-0294,"Quinoa, cooked",120.0,grain,false
MEAL-0294,"Spinach, raw",80.0,veg,false
MEAL-0295,"Crustaceans, raw (not previously frozen), shrimp",90.0,protein,true
MEAL-0295,"Avocados, Florida, raw",90.0,fruit,false
MEAL-0295,"Quinoa, cooked",120.0,grain,false
MEAL-0296,"Pasta, cooked, whole-wheat",120.0,grain,true
MEAL-0296,"Spinach, raw",80.0,veg,false
MEAL-0296,"Nuts, english, walnuts",20.0,nut,false
MEAL-0296,"Egg, fresh, raw, yolk",100.0,protein,false
MEAL-0297,"Lamb, raw, ground",120.0,protein,true
MEAL-0297,"Quinoa, cooked",120.0,grain,false
MEAL-0297,"Spinach, raw",80.0,veg,false
MEAL-0298,"Edamame, prepared, frozen",150.0,protein_veg,true
MEAL-0298,"Rice, enriched, raw, medium-grain, white",120.0,grain,false
MEAL-0298,"Spinach, raw",80.0,veg,false
MEAL-0299,Oats,120.0,grain,true
MEAL-0299,"Beets, raw",80.0,veg,false
MEAL-0299,"Cheese, soft type, goat",30.0,dairy,false
MEAL-0299,"Egg, fresh, raw, yolk",100.0,protein,false
MEAL-0300,"Crustaceans, raw, blue, crab",90.0,protein,true
MEAL-0300,"Corn, raw, white, sweet",80.0,veg,false
MEAL-0300,"Quinoa, cooked",120.0,grain,false
MEAL-0301,"Chickpeas (garbanzo beans, bengal gram), raw, mature seeds",150.0,protein_veg,true
MEAL-0301,"Seeds, without salt, roasted, pumpkin and squash seed kernels",20.0,nut,false
MEAL-0301,"Quinoa, cooked",120.0,grain,false
MEAL-0301,"Spinach, raw",80.0,veg,false
MEAL-0302,"Mollusks, raw, Pacific, oyster",90.0,protein,true
MEAL-0302,"Quinoa, cooked",120.0,grain,false
MEAL-0302,"Spinach, raw",80.0,veg,false
MEAL-0303,"Chicken, raw, ground",120.0,protein,true
MEAL-0303,"Carrots, raw",80.0,veg,false
MEAL-0303,"Quinoa, cooked",120.0,grain,false
MEAL-0304,"Fish, raw, bluefin, fresh, tuna",90.0,protein,true
MEAL-0304,"Seeds, roasted and toasted, whole, sesame seeds",20.0,nut,false
MEAL-0304,"Quinoa, cooked",120.0,grain,false
MEAL-0304,"Spinach, raw",80.0,veg,false
MEAL-0305,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0305,"Quinoa, cooked",120.0,grain,false
MEAL-0306,"Lamb, raw, ground",120.0,protein,true
MEAL-0306,"Couscous, dry",120.0,grain,false
MEAL-0306,"Spinach, raw",80.0,veg,false
MEAL-0307,"Crustaceans, raw, blue, crab",90.0,protein,true
MEAL-0307,"Pasta, cooked, whole-wheat",120.0,grain,false
MEAL-0307,"Spinach, raw",80.0,veg,false
MEAL-0308,"Beef, raw, ground, grass-fed",120.0,protein,true
MEAL-0308,"Nuts, raw, cashew nuts",20.0,nut,false
MEAL-0308,"Quinoa, cooked",120.0,grain,false
MEAL-0308,"Spinach, raw",80.0,veg,false
MEAL-0309,"Sweet potato, unprepared, raw",80.0,veg,true
MEAL-0309,"Potatoes, skin, raw",80.0,veg,false
MEAL-0309,"Bananas, raw",90.0,fruit,false
MEAL-0309,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0309,Oats,120.0,grain,false
MEAL-0310,Oats,120.0,grain,true
MEAL-0310,"Bananas, raw",90.0,fruit,false
MEAL-0310,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0311,"Rice, raw, long-grain, brown",120.0,grain,true
MEAL-0311,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0311,"Bananas, raw",90.0,fruit,false
MEAL-0312,"Chickpeas (garbanzo beans, bengal gram), raw, mature seeds",150.0,protein_veg,true
MEAL-0312,Oats,120.0,grain,false
MEAL-0312,"Bananas, raw",90.0,fruit,false
MEAL-0313,Oats,120.0,grain,true
MEAL-0313,Millet flour,120.0,grain,false
MEAL-0313,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
MEAL-0313,"Bananas, raw",90.0,fruit,false
MEAL-0314,"Buckwheat groats, dry, roasted",120.0,grain,true
MEAL-0314,"Bananas, raw",90.0,fruit,false
MEAL-0314,"Tofu, prepared with calcium sulfate, firm, raw",150.0,protein_veg,false
